"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
2.17811020679038e-10,11,119,17.4797555385791,"Path:hsa04071 Sphingolipid signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04071 "," FYN  NFKB1  PIK3R1  PLCB3  PRKCA  PRKCB  MAPK8  RAC2  RELA  TP53  TRAF2"
2.40689076649211e-10,10,89,21.2470981521033,"Path:hsa04211 Longevity regulating pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04211 "," CREB1  FOXO1  SIRT1  NFKB1  PRKAG2  PIK3R1  PRKACB  PRKACG  RELA  TP53"
2.4605731155626e-10,12,157,14.4534400168448,"Path:hsa05160 Hepatitis C","http://www.genome.jp/kegg-bin/show_pathway?hsa05160 "," CHUK  CTNNB1  EGFR  JAK1  NFKB1  PIK3R1  RELA  STAT3  TP53  TRAF2  YWHAG  CASP3"
3.20377467543184e-10,11,124,16.774926686217,"Path:hsa04611 Platelet activation","http://www.genome.jp/kegg-bin/show_pathway?hsa04611 "," FYN  GNAS  ITGB1  PIK3R1  PLCB3  PLCG2  PRKACB  PRKACG  RAP1A  ACTB  SRC"
3.27565486809261e-10,13,203,12.1097992916175,"Path:hsa05415 Diabetic cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05415 "," PARP1  G6PD  GSR  GYS1  GYS2  NFKB1  PIK3R1  PLCB3  PRKCA  PRKCB  MAPK8  RAC2  RELA"
3.66243107363931e-10,11,126,16.508658008658,"Path:hsa04380 Osteoclast differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04380 "," CHUK  CREB1  FYN  JAK1  JUND  NFKB1  PIK3R1  PLCG2  MAPK8  RELA  TRAF2"
4.09202277360221e-10,9,67,25.4013815221414,"Path:hsa04720 Long-term potentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04720 "," CREBBP  EP300  GRIN2A  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB  RAP1A"
4.58379562302433e-10,12,167,13.5879645667343,"Path:hsa05225 Hepatocellular carcinoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05225 "," CTNNB1  EGFR  GSTM1  GSTP1  NFE2L2  PIK3R1  PLCG2  PRKCA  PRKCB  ACTB  TP53  GSTO1"
4.62395408521491e-10,13,210,11.7061393152302,"Path:hsa05170 Human immunodeficiency virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05170 "," GNB5  CHUK  GNB1  NFKB1  PIK3R1  PLCG2  PRKCA  PRKCB  MAPK8  RAC2  RELA  TRAF2  CASP3"
5.4267992969402e-10,10,98,19.2958340360938,"Path:hsa04925 Aldosterone synthesis and secretion","http://www.genome.jp/kegg-bin/show_pathway?hsa04925 "," CREB1  GNAS  HSD3B2  PLCB3  POMC  PRKACB  PRKACG  PRKCA  PRKCB  PRKD1"
5.71153879022775e-10,12,171,13.2701174423662,"Path:hsa05164 Influenza A","http://www.genome.jp/kegg-bin/show_pathway?hsa05164 "," CHUK  CREBBP  EP300  IL6  JAK1  NFKB1  PIK3R1  PRKCA  PRKCB  RELA  ACTB  CASP3"
6.92181050379103e-10,11,135,15.4080808080808,"Path:hsa05322 Systemic lupus erythematosus","http://www.genome.jp/kegg-bin/show_pathway?hsa05322 "," GRIN2A  H3C1  H3C4  H3C3  H3C6  H3C11  H3C8  H3C12  H3C10  H3C2  H3C7"
7.36615470222466e-10,11,136,15.2947860962567,"Path:hsa04210 Apoptosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04210 "," CHUK  PARP1  NFKB1  NTRK1  PIK3R1  MAPK8  RELA  ACTB  TP53  TRAF2  CASP3"
7.7035827557572e-10,11,137,15.1831453218315,"Path:hsa04910 Insulin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04910 "," FOXO1  GYS1  GYS2  HK3  PRKAG2  PIK3R1  PRKACB  PRKACG  MAPK8  PYGL  HKDC1"
7.7035827557572e-10,11,137,15.1831453218315,"Path:hsa05135 Yersinia infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05135 "," CHUK  IL6  ITGB1  NFKB1  PIK3R1  MAPK8  RAC2  RELA  ACTB  SRC  TRAF2"
8.14637444879015e-10,13,222,11.0733750279205,"Path:hsa05166 Human T-cell leukemia virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05166 "," CHUK  CREB1  CREBBP  EP300  IL6  JAK1  NFKB1  PIK3R1  PRKACB  PRKACG  MAPK8  RELA  TP53"
8.71471500108344e-10,11,139,14.9646827992152,"Path:hsa05162 Measles","http://www.genome.jp/kegg-bin/show_pathway?hsa05162 "," CHUK  IL6  JAK1  NFKB1  PIK3R1  MAPK8  RELA  STAT3  TP53  TP73  CASP3"
9.54413615246284e-10,9,75,22.6919008264463,"Path:hsa04918 Thyroid hormone synthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa04918 "," CREB1  GNAS  GSR  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB  TSHR"
9.84497401569834e-10,11,141,14.752417794971,"Path:hsa04936 Alcoholic liver disease","http://www.genome.jp/kegg-bin/show_pathway?hsa04936 "," CHUK  CTNNB1  FOXO1  SIRT1  IL6  NFKB1  ALDH7A1  PRKAG2  MAPK8  RELA  CASP3"
1.00518714349912e-09,10,106,17.8395446748792,"Path:hsa04928 Parathyroid hormone synthesis secretion and action","http://www.genome.jp/kegg-bin/show_pathway?hsa04928 "," CREB1  EGFR  GNAS  JUND  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB  RUNX2"
1.46568433799624e-09,9,79,21.5429438225756,"Path:hsa01521 EGFR tyrosine kinase inhibitor resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01521 "," EGFR  IL6  JAK1  PIK3R1  PLCG2  PRKCA  PRKCB  SRC  STAT3"
1.68644357131077e-09,10,112,16.8838547815821,"Path:hsa04668 TNF signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04668 "," CHUK  CREB1  IL6  NFKB1  PIK3R1  MAPK8  PTGS2  RELA  TRAF2  CASP3"
1.81451868462979e-09,10,113,16.7344401374973,"Path:hsa04725 Cholinergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04725 "," GNB5  CREB1  FYN  GNB1  PIK3R1  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB"
2.12748224630339e-09,10,115,16.4434063959756,"Path:hsa01200 Carbon metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa01200 "," SDS  GLYCTK  AGXT  G6PD  HK3  PKM  PSPH  SHMT2  TALDO1  HKDC1"
2.30598375506415e-09,11,154,13.5070838252656,"Path:hsa04921 Oxytocin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04921 "," EGFR  GNAS  PRKAG2  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB  PTGS2  ACTB  SRC"
2.30598375506415e-09,12,197,11.5187313839829,"Path:hsa05130 Pathogenic Escherichia coli infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05130 "," CHUK  ABL1  FYN  IL6  ITGB1  NFKB1  MAPK8  RELA  ACTB  SRC  TRAF2  CASP3"
2.70379281571436e-09,12,200,11.3459504132231,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," CTNNB1  EGFR  FYN  ITGB1  PIK3R1  PRKCA  PRKCB  MAPK8  RAC2  RAP1A  ACTB  SRC"
2.8176847114783e-09,10,119,15.8906868532537,"Path:hsa04722 Neurotrophin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04722 "," ABL1  NFKB1  NTRK1  PIK3R1  PLCG2  MAPK8  RAP1A  RELA  TP53  TP73"
2.94714762972598e-09,12,202,11.233614270518,"Path:hsa05169 Epstein-Barr virus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05169 "," CHUK  IL6  JAK1  NFKB1  PIK3R1  PLCG2  MAPK8  RELA  STAT3  TP53  TRAF2  CASP3"
5.13127021265596e-09,9,92,18.4988321954725,"Path:hsa05222 Small cell lung cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05222 "," CHUK  ITGB1  NFKB1  PIK3R1  PTGS2  RELA  TP53  TRAF2  CASP3"
5.50718273812149e-09,9,93,18.2999200213276,"Path:hsa04657 IL-17 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04657 "," CHUK  IL6  JUND  NFKB1  MAPK8  PTGS2  RELA  TRAF2  CASP3"
5.50718273812149e-09,9,93,18.2999200213276,"Path:hsa04912 GnRH signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04912 "," EGFR  GNAS  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB  MAPK8  SRC"
5.94511191027677e-09,11,170,12.2358288770053,"Path:hsa04310 Wnt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04310 "," CREBBP  CTNNB1  EP300  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB  MAPK8  RAC2  TP53"
7.83348482979855e-09,9,97,17.5452841441595,"Path:hsa04713 Circadian entrainment","http://www.genome.jp/kegg-bin/show_pathway?hsa04713 "," CREB1  GNAS  GNB1  GRIN2A  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB"
1.03299457335427e-08,8,69,21.9245418613008,"Path:hsa04920 Adipocytokine signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04920 "," CHUK  NFKB1  PRKAG2  POMC  MAPK8  RELA  STAT3  TRAF2"
1.13249715526407e-08,8,70,21.611334120425,"Path:hsa05120 Epithelial cell signaling in Helicobacter pylori infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05120 "," CHUK  EGFR  NFKB1  PLCG2  MAPK8  RELA  SRC  CASP3"
1.13249715526407e-08,8,70,21.611334120425,"Path:hsa05230 Central carbon metabolism in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05230 "," EGFR  G6PD  HK3  NTRK1  PIK3R1  PKM  TP53  HKDC1"
1.25521112084562e-08,8,71,21.3069491328134,"Path:hsa04520 Adherens junction","http://www.genome.jp/kegg-bin/show_pathway?hsa04520 "," CREBBP  CTNNB1  EGFR  EP300  FYN  RAC2  ACTB  SRC"
1.3721744431618e-08,9,104,16.3643515575334,"Path:hsa04625 C-type lectin receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04625 "," CHUK  IL6  NFKB1  PIK3R1  PLCG2  MAPK8  PTGS2  RELA  SRC"
1.37244388329684e-08,8,72,21.0110192837466,"Path:hsa05223 Non-small cell lung cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05223 "," EGFR  PIK3R1  PLCG2  PRKCA  PRKCB  STAT3  STK4  TP53"
1.43599304894064e-08,16,476,6.35627474130148,"Path:hsa05022 Pathways of neurodegeneration-multiple diseases","http://www.genome.jp/kegg-bin/show_pathway?hsa05022 "," CTNNB1  GRIN2A  IL6  NFKB1  PDYN  PLCB3  PRKCA  PRKCB  MAPK8  PTGS2  RELA  RPS27A  TRAF2  UBA52  UBC  CASP3"
2.95501361009002e-08,9,114,14.928882122662,"Path:hsa04670 Leukocyte transendothelial migration","http://www.genome.jp/kegg-bin/show_pathway?hsa04670 "," CTNNB1  ITGB1  PIK3R1  PLCG2  PRKCA  PRKCB  RAC2  RAP1A  ACTB"
2.95501361009002e-08,9,114,14.928882122662,"Path:hsa04724 Glutamatergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04724 "," GNB5  GNAS  GNB1  GRIN2A  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB"
4.52649952089254e-08,8,84,18.0094451003542,"Path:hsa04012 ErbB signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04012 "," EGFR  ABL1  PIK3R1  PLCG2  PRKCA  PRKCB  MAPK8  SRC"
6.48391170465223e-08,8,88,17.190833959429,"Path:hsa04540 Gap junction","http://www.genome.jp/kegg-bin/show_pathway?hsa04540 "," EGFR  GNAS  PLCB3  PRKACB  PRKACG  PRKCA  PRKCB  SRC"
7.73569570369353e-08,7,59,22.4354951673904,"Path:hsa04370 VEGF signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04370 "," PIK3R1  PLCG2  PRKCA  PRKCB  PTGS2  RAC2  SRC"
1.15022508236656e-07,8,95,15.9241409308395,"Path:hsa01522 Endocrine resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01522 "," EGFR  GNAS  PIK3R1  PRKACB  PRKACG  MAPK8  SRC  TP53"
1.15022508236656e-07,10,179,10.5641996398726,"Path:hsa05152 Tuberculosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05152 "," CREB1  CREBBP  EP300  IL6  JAK1  NFKB1  MAPK8  RELA  SRC  CASP3"
1.47013526998488e-07,9,138,12.3325547969817,"Path:hsa04915 Estrogen signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04915 "," CREB1  EGFR  GNAS  PIK3R1  PLCB3  POMC  PRKACB  PRKACG  SRC"
1.47241238635875e-07,7,65,20.3645263827082,"Path:hsa04927 Cortisol synthesis and secretion","http://www.genome.jp/kegg-bin/show_pathway?hsa04927 "," CREB1  GNAS  HSD3B2  PLCB3  POMC  PRKACB  PRKACG"
